Номер реестровой записи контракта;Заказчик: ИНН;Предмет контракта;Цена контракта;Информация о поставщиках (исполнителях, подрядчиках) по контракту: ИНН
'3672300709424000009';'6723007094';'Поставка учебных лабораторий по нейротехнологии (набор по закреплению изучаемых тем по предметным областям основного общего образования) для оснащения (обновления материально-технической базы) оборудованием, средствами обучения и воспитания общеобразовательных организаций, в том числе осуществляющих образовательную деятельность по адаптированным основным общеобразовательным программам (создание и обеспечение функционирования центров образования естественно-научной и технологической направленностей в общеобразовательных организациях) в рамках регионального проекта «Современная школа» национального проекта «Образование» в Смоленской области';'74 333,00';'1658181069'
'2312302137323000319';'3123021373';'Поставка лекарственного препарата для медицинского применения Мелоксикам на 2024г.';'8 837,19';'3123321867'
'2781902042924000015';'7819020429';'Поставка манометров и термометров для узла учета тепловой энергии в ИТП';'24 693,75';'7816397554'
'2770284750623000049';'7702847506';'Устройство автоматической пожарной сигнализации в помещениях досуговых центров на территории района Мещанский города Москвы';'1 403 263,19';'366304646040'
'3482502559624000009';'4825025596';'Оказание услуг по изготовлению и поставке бланков аттестатов об образовании';'28 503,24';'7709569640'
'1780137867924000003';'7801378679';'Поставка средства индивидуальной защиты для сотрудников санитарно-карантинных пунктов';'873 693,50';'7415055384'
'2772300174624000070';'7723001746';'Аукцион в электронной форме на право заключения контракта на закупку изделий медицинского назначения (салфетки для диспенсера-контейнера) для нужд ГБУЗ «ДГП № 61 ДЗМ» в 2024 г.';'474 540,00';'784801073745'
'3784032838224000012';'7840328382';'Выполнение работ по проведению санитарных рубок на внутриквартальных территориях МО МО Владимирский округ';'526 000,00';'781650718136'
'2263401589024000169';'2634015890';'Оказание преподавательских услуг в рамках учебной программы «Современный урок истории и обществознания в едином образовательном пространстве»';'1 203,05';'263502529213'
'3340400344321000002';'3404003443';'Купля-продажа электроэнергии';'26 000,00';'3445071523'
'2100101559424000028';'1001015594';"'Поставка лекарственных препаратов для медицинского применения для нужд Государственного бюджетного учреждения здравоохранения Республики Карелия ""Республиканский онкологический диспансер ""'";'847 338,40';'7729418511'
'1434100005424000032';'4341000054';'Поставка лекарственного препарата для медицинского применения (Норэпинефрин).';'12 714,20';'1660169622'
'2711603069524000019';'7116030695';'Поставка продуктов питания (бакалея 2)';'3 530,61';'7105049045'
'2550201838524000040';'5502018385';'Поставка мягкого инвентаря (спецодежда) в 2024 году.';'194 965,44';'2224210946'
'3231804018224000047';'2318040182';'Поставка изделий медицинского назначения (Светильник передвижной для проведения осмотра/терапевтических процедур)';'75 010,65';'662706604309'
'2781029390416000001';'7810293904';;'7 630,00';'7841322249'
'3472500613424000002';'4725006134';'Поставка товаров для творчества лот 1';'184 056,22';'780533893580'
'2570800094524000043';'5708000945';'Закупка аппаратов для измерения артериального давления';'11 046,23';'601400200203'
'1772905090124000227';'7729050901';'Поставка рукавов пожарных';'50 000,00';'773006067064'
'1420507468122000008';'4205074681';'Капитальный ремонт объекта';'3 513 980,00';'5404012970'
'2312302137323000221';'3123021373';'Поставка  лекарственного препарата для медицинского применения Депротеинизированный гемодериват крови телят 2024 год.';'628 750,00';'7724922443'
'2263401589024000170';'2634015890';'Оказание преподавательских услуг в рамках учебной программы «Современный урок истории и обществознания в едином образовательном пространстве»';'4 739,28';'503805932904'
'3372801248724000020';'3728012487';'Поставка флагов и полотнищ для оформления улиц города';'170 396,00';'501207929130'
'2222101661223000214';'2221016612';'Поставка медицинских изделий (Шовный материал. Лот №1.)';'1 843,87';'2225223899'
'2650102496624000076';'6501024966';'Поставка лекарственного препарата для медицинского применения ВАЛСАРТАН+САКУБИТРИЛ для обеспечения отдельных категорий граждан с сердечно-сосудистыми заболеваниями';'2 591 099,28';'7718538045'
'2772351422623000054';'7723514226';'Поставка мебели для отделения физиотерапии в рамках проекта «Новый московский стандарт поликлиник»';'2 824 128,34';'7722337729'
'2781902042924000003';'7819020429';'Поставка песка и пескосоляной смеси';'14 373,14';'614311071406'
'1541012237924000005';'5410122379';'Дозиметр рентгеновского и гамма излучения ДКС-АТ1123';'475 000,00';'7726747941'
'1771406175624000191';'7714061756';'Поставка контроллеров доступа СКУД - БОЛИД для нужд ФГБУ «НМИЦ гематологии» Минздрава России';'101 150,00';'4345338750'
'2371100211324000027';'3711002113';'обязуется поставить канцелярские товары';'18 133,53';'9722018998'
'2780705383915000006';'7807053839';;'17 000,00';'7813045498'
'1372802982924000054';'3728029829';'Поставка бумажной продукции';'352 795,53';'3702677198'
'3231804018224000046';'2318040182';'Поставка изделий медицинского назначения (стулья для лаборатории)';'50 000,00';'6167106421'
'1100600283124000011';'1006002831';'Профилированный лист (закупка производиться в рамках капитального ремонта)';'70 035,00';'101201721670'
'2352507576324000072';'3525075763';'приобретение системы контроля и управления доступа';'349 900,00';'470313483714'
'2683000213223000066';'6830002132';'Поставка лекарственного препарата Метамизол натрия';'71 409,60';'3123041588'
'1352504412324000022';'3525044123';'Приобретение USB FLASH накопителей';'201 227,82';'3525210758'
'2650102496624000079';'6501024966';'Поставка лекарственного препарата для медицинского применения КЛОПИДОГРЕЛ для обеспечения отдельных категорий граждан с сердечно-сосудистыми заболеваниями';'657 619,20';'7724922443'
'1332710289524000008';'3327102895';'Комплект дооснащения системы видеонаблюдения (оборудование для автоматизированного рабочего места, согласно приложения)';'994 919,57';'370217997175'
'2760307148423000177';'7603071484';'Оказание услуг по техническому освидетельствованию сосудов, работающих под избыточным давлением (криогенных сосудов)';'157 000,00';'7327090929'
'3372801248724000016';'3728012487';'Поставка сервера';'626 175,00';'7839113520'
'2526004817024000057';'5260048170';'Хозяйственный инвентарь (Ведро для уборки)';'33 490,00';'5244006503'
'1100600283124000012';'1006002831';'Изделия пластмассовые строительные (закупка производится в рамках капитального ремонта)';'175 144,99';'101201721670'
'3472500613424000004';'4725006134';'Поставку товаров для творчества лот 3';'122 227,53';'7814298357'
'2246322019823000256';'2463220198';'ЭА-№-8179/23 «БИСОПРОЛОЛ 5 мг»';'154 800,00';'2466189073'
'2772332428924000010';'7723324289';'Поставка садового инвентаря (шланги, муфты) для нужд образовательных учреждений, подведомственных Департаменту образования и науки города Москвы (совместные торги)';'43 787,00';'7813257774'
'2352524929724000037';'3525249297';'Оказание услуг по установке адаптированных баз данных, модификации и сопровождению модифицированных баз данных';'1 099 824,00';'3525224648'
'2550201838523000841';'5502018385';'Поставка устройства для подготовки проб ИВД, автоматическое';'2 970 000,00';'6658465567'
'2502718333624000039';'5027183336';'Поставка пакета противохимического индивидуального типа ИПП-11';'1 785 071,04';'7733019171'
'3700400207224000007';'7004002072';'Поставка офисных кресел для нужд Управления образования Администрации Верхнекетского района';'19 999,00';'260199155417'
'2772631344723000196';'7726313447';"'Электронный аукцион на поставку медицинских расходных материалов для анестезиологии (лот 1) для нужд ГБУЗ ""НИКИО им. Л.И. Свержевского"" ДЗМ'";'67 167,00';'9725100087'
'2352507576324000047';'3525075763';'Поставка реагентов для биохимических исследований для анализатора ВА 400(4)';'170 000,00';'3525145837'
'3616406062718000039';'6164060627';;'0,01';'6163017097'
'3231703462024000005';'2317034620';'Поставка учебной литературы';'34 393,15';'7715995942'
'2583510860624000006';'5835108606';'Поставка лекарственного препарата для медицинского применения Инсулин деглудек';'9 034 345,50';'7713655588'
'2771904341522000035';'7719043415';'Горячее водоснабжение';'2 802 943,72';'7720518494'
'2682000512723000144';'6820005127';'Поставка сердечно-сосудистых лекарственных препаратов  для медицинского применения (лот №2).';'143 510,00';'7724922443'
'3371100621322000032';'3711006213';'Разработка проектной и сметной документации на строительство системы водоснабжения в д. Лебяжий Луг Ивановского района Ивановской области';'2 250 000,00';'3702715816'
'1770403012424000446';'7704030124';'Поставка оборудования для нужд ФГБНУ «РНХЦ им. Б.В. Петровского»';'19 645 333,34';'771617014841'
'2371100211324000033';'3711002113';'обязуется поставить шкаф для документации';'14 900,00';'525200060041'
'2783000234215000245';'7830002342';"'Оказание услуг о подключении (технологическом присоединении) к централизованной системе холодного водоснабжения объекта: Строительство дошкольного образовательного учреждения, Санкт-Петербург, проспект Испытателей, участок 1,(территория, ограниченная пр.Испытателей, пр.Сизова, Туполевской ул., Комендантской пл., в Приморском районе; ФЗУ №9),(озеро Долгое, квартала 29А, участок 9, корпус 11) (150 мест)'";'178 175,93';'7830000426'
'3861200531323000028';'8612005313';'Страхование муниципального имущества города Пыть-Яха';'229 251,72';'7705513090'
'2482605051723000105';'4826050517';'лекарственные препараты для медицинского применения';'871 182,84';'3662286886'
'3262301217423000003';'2623012174';'энергоснабжение';'809 531,28';'2626033550'
'3332101611024000006';'3321016110';'Микроскоп цифровой';'53 376,53';'231908248443'
'2583601292124000082';'5836012921';'Поставка лекарственного препарата для медицинского применения Метотрексат';'903 660,00';'4719016624'
'2263401589024000182';'2634015890';'Оказание преподавательских услуг в рамках учебной программы «Современный урок истории и обществознания в едином образовательном пространстве»';'2 369,64';'263513916856'
'2650102496624000150';'6501024966';'Поставка лекарственного препарата для медицинского применения ИНСУЛИН ДЕГЛУДЕК для обеспечения отдельных категорий граждан федеральной ответственности';'2 236 542,00';'5027083476'
'2382500367120000063';'3825003671';'Оказание услуг по поверке средств измерений';'159 191,86';'3808001762'
'1771406175624000177';'7714061756';'Поставка товаров (клей) для нужд ФГБУ «НМИЦ гематологии» Минздрава России';'23 690,74';'772749755742'
'3504305751524000027';'5043057515';'Поставка экскаватора двухковшового колесного';'34 161 755,10';'7717679847'
'3594805848024000006';'5948058480';'Закупка товара у единственного поставщика на сумму, предусмотренную частью 12 статьи 93 Закона № 44-ФЗ Поставка автошин для транспортного средства (RENAULT LOGAN)';'22 160,00';'5904645570'
'2263401589024000171';'2634015890';'Оказание преподавательских услуг в рамках учебной программы «Современный урок истории и обществознания в едином образовательном пространстве»';'3 351,35';'773707944683'
'2590229047323001322';'5902290473';'Поставка бумаги для регистрации электрокардиограмм (а)';'98 742,46';'3123470210'
'3666106180724000013';'6661061807';'Оказание услуг по изготовлению конвертов с символикой муниципального образования «город Екатеринбург»';'22 720,80';'6660155749'
'3231703462024000008';'2317034620';'Поставка учебной литературы';'32 700,80';'7715995942'
'2183300285424000094';'1833002854';'Услуги по проведению лабораторных исследований дистиллированной воды';'100 497,24';'1831102821'
'2263401589024000172';'2634015890';'Оказание преподавательских услуг в рамках учебной программы «Современный урок истории и обществознания в едином образовательном пространстве»';'1 203,05';'263503078740'
'1352504412324000023';'3525044123';'Приобретение двухкомнатной квартиры в с. Сямжа Вологодской области для нужд прокуратуры области';'2 000 000,00';'351600014663'
'3594805848024000007';'5948058480';'Закупка товара у единственного поставщика на сумму, предусмотренную частью 12 статьи 93 Закона № 44-ФЗ Поставка автошин для транспортного средства (CHEVROLET KLAN (Chevrolet Lacetti))';'23 648,00';'5904645570'
'1770989550923001241';'7709895509';'Оказание услуг по предоставлению во временное владение и пользование нежилые помещения для обеспечения нужд Управления федерального казначейства по Республике Татарстан';'211 540,86';'1622004690'
'2583510860624000003';'5835108606';'Поставка лекарственного препарата для медицинского применения Инсулин детемир';'18 731 399,10';'7713655588'
'3440112984124000041';'4401129841';'Шина пневматическая для грузовых автомобилей';'71 880,00';'440107885458'
'2745313582724000656';'7453135827';"'на поставку лекарственного препарата для медицинского применения – Агалсидаза Бета (торговое наименование ""Фабразим"") для обеспечения лекарственными препаратами и специализированными продуктами лечебного питания граждан, страдающих жизнеугрожающими и хроническими прогрессирующими редкими (орфанными) заболеваниями, приводящими к сокращению продолжительности жизни граждан или их инвалидности, ДС № 02739-ОрфЗ/2024-ЗК -1 от 15.04.2024 г.'";'37 030 338,80';'3123184434'
'3503405135524000042';'5034051355';'Поставка отрезных кругов, дисков шлифовальных';'107 400,00';'230910358000'
'2910206531723000001';'9102065317';'Проведение аудита бухгалтерской (финансовой) отчетности Акционерного общества «Международный аэропорт «Симферополь» за 2023 г.';'69 900,00';'6315531373'
'3668000455424000005';'6680004554';'Приобретение ГСМ для уборки территории и исправления профиля, благоустройство придорожной полосы на территории Сосьвинского городского округа';'768 250,00';'6671105860'
'2434546241223000141';'4345462412';'Поставка лекарственных препаратов для медицинского применения (Урсодезоксихолевая кислота)';'55 500,18';'7724922443'
'2771913872322000664';'7719138723';'Электронный аукцион на право заключения контракта на поставку тестов для автоклава для нужд ГБУЗ ИКБ №2 ДЗМ';'22 400,00';'7825438895'
'2382500367120000059';'3825003671';'Техническое обслуживание оборудования рентгенодиагностического отделения';'381 431,40';'381210586199'
'3525403224523000021';'5254032245';'Выполнение работ по содержанию автомобильных дорог общего пользования местного значения города Сарова';'177 422 334,28';'5254021606'
'2230805126624000057';'2308051266';'Поставка верстаков';'899 100,00';'025505352045'
'3524301039124000006';'5243010391';'Поставка бумаги для офисной техники';'73 764,44';'5261031002'
'2263401589024000173';'2634015890';'Оказание преподавательских услуг в рамках учебной программы «Современный урок истории и обществознания в едином образовательном пространстве»';'1 203,05';'260603364570'
'2245901970824000098';'2459019708';'Поставка медицинского оборудования для обеспечения пациентов, нуждающихся в паллиативной медицинской помощи, представляемыми для использования на дому.';'66 220,00';'2463246559'
'2780705383915000007';'7807053839';;'7 000,00';'7813045498'
'3370300468524000010';'3703004685';'Поставка коммунальной техники (прицепной подметально - уборочной машины)';'6 265 750,00';'5044071375'
'2650102496624000216';'6501024966';'Поставка лекарственного препарата для медицинского применения СЕВЕЛАМЕР для обеспечения отдельных категорий граждан федеральной ответственности';'142 560,00';'7106526780'
'3260100506024000001';'2601005060';'поставка электрической энергии';'190 135,50';'2632047085'
'1143503369123000006';'1435033691';'Управление многоквартирным домом';'389 778,50';'1435254490'
'1440100118223000132';'4401001182';'Оказание услуг по техническому обслуживанию электроприборов отопительных в административных зданиях ОСФР по Костромской области на 2023г.';'104 000,00';'440125639310'
'1770403012423001369';'7704030124';'Поставка медицинских расходных материалов для нужд ФГБНУ «РНЦХ им. акад. Б.В. Петровского»';'685 100,00';'5837005613'
'2667138083424000185';'6671380834';"'поставка - реагенты для ЦПАО ГБУЗ СО ""ОКМЦ ФИЗ"" в 2024г.'";'541 370,75';'6664080558'
'2682000512723000198';'6820005127';'Поставка шовного хирургического материала (полигликолид)';'105 800,00';'5809005146'
'2683000213223000054';'6830002132';'Поставка лекарственного препарата КАЛИЯ ХЛОРИД';'11 808,72';'3123041588'
'2263401589024000174';'2634015890';'Оказание преподавательских услуг в рамках учебной программы «Современный урок истории и обществознания в едином образовательном пространстве»';'1 203,05';'263502529213'
'3262301217423000005';'2623012174';'ТБО';'146 332,08';'2636803134'
'2583510860624000004';'5835108606';'Поставка лекарственного препарата для медицинского применения Инсулин гларгин+Ликсисенатид';'9 435 395,52';'7714474016'
'3234701039023000001';'2347010390';'Поставка тепловой энергии';'471 854,73';'2347015590'
'3672201249323000002';'6722012493';'Оказание услуг по обращению с твердыми коммунальными отходами';'5 266,80';'6731069440'
'2434546241223000058';'4345462412';'Поставка лекарственных препаратов для медицинского применения (Ипратропия бромид + фенотерол)';'76 800,00';'7724922443'
'3380821942323000149';'3808219423';'Поставка автобуса';'6 570 000,00';'3811130038'
'2542310125624000053';'5423101256';'Поставка силового кабеля';'30 000,00';'661400138666'
'1352504412324000021';'3525044123';'Приобретение офисной бумаги';'690 381,90';'352811191984'
'3594420410922000005';'5944204109';'Поставка электрической энергии и мощности_2023';'71 119,27';'5904123809'
'1366403336924000193';'3664033369';'Поставка оборудования для проведения работ по скреплению документации подлежащей длительному и постоянному сроку хранения районных (городских) судов Воронежской области';'96 968,00';'1101172093'
'2502406865624000652';'5024068656';'Закупка лекарственного препарата Перфеназин для обеспечения отдельных категорий граждан, в отношении которых установлены меры социальной поддержки Л240332';'284 256,00';'5012074091'
'2636400048824000044';'6364000488';"'Определение поставщика на поставку масел и автохимии для нужд ГБУЗ СО ""Большеглушицкая ЦРБ""'";'85 424,20';'6316269150'
'3505012879924000001';'5050128799';"'Поставка спортивных товаров : Поставка спортивного инвентаря для отделения ""Лыжные гонки""'";'1 699 219,80';'7720252854'
'3372600441023000002';'3726004410';'Поставка газа горючего природного';'132 722,69';'3702232505'
'2784200006818000002';'7842000068';'Оказание услуг по проведению интерактивного занятия.';'7 600,00';'7813045498'
'1230801432023000233';'2308014320';'Поставка папок - скоросшивателей и папок с завязками';'714 477,90';'231701337753'
'2583601292124000068';'5836012921';'Поставка лекарственного препарата для медицинского применения Тофацитиниб';'5 473 664,00';'7726311464'
'2830001073424000015';'8300010734';'Оказание услуг по предоставлению доступа к коммуникационным сервисам для организации взаимодействия сотрудников Собрания депутатов Ненецкого автономного округа';'96 924,00';'470379213412'
'1681500375924000023';'6815003759';'ЛДСП Дуб Атланта 10022 (Т25) 3500х1750х16 мм, ДВП текстурное 2745х1700х3.2 мм, 0,4*19 Кромка Inkant Дуб Атланта 1117, Винт – стяжка 7х50 мм (М40), Заглушка д/эксцентрика, Петля накладная с доводчиком Clip-on угол откр. 105°, Подпятник (белый), Гофрокартон 1400х2000 Т22 В, Труба (штанга) круглая 25*3000 мм, Штангодержатель (фланец) д/трубы d=25 мм, Замок мебельный, Шпингалет мебельный цинк';'27 118,38';'682962248598'
'3691101635923000007';'6911016359';'Оказание услуг по проведению медицинского осмотра сотрудников для работы в летнем оздоровительном лагере';'14 046,69';'6950084472'
'3672700512224000009';'6727005122';'№0431 - аэф/ст Поставка набора по закреплению изучаемых тем по предметным областям основного общего образования (Набор ОГЭ/ЕГЭ Химия Тип 1, набор ОГЭ/ЕГЭ Химия Тип 2) для оснащения (обновления материально-технической базы) оборудованием, средствами обучения и воспитания общеобразовательных организаций, в том числе осуществляющих образовательную деятельность по адаптированным основным общеобразовательным программам (создание и обеспечение функционирования центров образования естественно-научной и технологической направленностей в общеобразовательных организациях в рамках регионального проекта «Современная школа» национального проекта «Образование». ';'22 320,00';'1655403612'
'2434546241223000130';'4345462412';'Поставка лекарственных препаратов для медицинского применения (Эноксапарин натрия, Амлодипин)';'646 875,09';'7718770714'
'2420601950024000021';'4206019500';'Поставка ламп бактерицидных';'13 528,92';'132703464509'
'3260100506024000002';'2601005060';'холодное водоснабжение и водоотведение';'87 418,80';'2635040105'
'2770587414523000060';'7705874145';"'Оказание услуг по ремонту и техническому обслуживанию автовышек (за исключением шасси) ГБУ ""Жилищник района Замоскворечье"" в 2023-2024 гг.'";'1 200 000,00';'500807959543'
'3440112984124000082';'4401129841';'Поставка крепежных изделий';'350 297,09';'7728369822'
'2502406865624000145';'5024068656';'Закупка лекарственного препарата Кеторолак для обеспечения отдельных категорий граждан, в отношении которых установлены меры социальной поддержки (Л240402)';'62 871,20';'5835139805'
'1780404195523000164';'7804041955';'Поставка продуктов питания (компотная смесь из сухофруктов)';'38 365,60';'7806410527'
'3352824382524000031';'3528243825';'приобретение рамок';'59 700,00';'352500095580'
'2780433385223000008';'7804333852';'Продажа электрической энергии (мощности)';'750 000,00';'7841322249'
'3226100116123000097';'2261001161';'Поставка медицинских изделий (Изделия для хирургии. Лот №2.)';'14 329,87';'2225193002'
'2583510860623000092';'5835108606';'Поставка лекарственного препарата для медицинского применения Инсулин глулизин';'7 965 711,00';'7714474016'
'1550400264824000328';'5504002648';'Оказание образовательных услуг по программе: «Профессиональная гигиеническая подготовка и аттестация работников»';'1 488,00';'5504210863'
'3440112984124000080';'4401129841';'Шина пневматическая для легкового автомобиля';'16 720,00';'440107885458'
'2782002054324000022';'7820020543';'Оказание услуг по передаче неисключительных (лицензионных) прав использования программного обеспечения антивирусной защиты учреждениям образования Пушкинского района Санкт-Петербурга';'21 597,26';'7842176640'
'2450102465924000143';'4501024659';'Поставка хозяйственных товаров (доводчики)';'37 373,78';'632129167206'
'3021100181424000002';'0211001814';'Поставка электроэнергии';'500 000,00';'0275038496'
'2772332428924000003';'7723324289';'Поставка хозяйственных товаров (валики) для нужд образовательных организаций, подведомственных Департаменту образования и науки города Москвы';'65 222,59';'246316094046'
'2780212361024000005';'7802123610';'Пароконвектомат';'334 700,00';'7810694871'
'3440112984124000069';'4401129841';'Поставка сотового поликарбоната';'202 880,62';'7725262824'
'3212903922323000003';'2129039223';'Тепловая энергия в горячей сетевой воде (мощность)';'1 455 188,48';'6315376946,6315376946'
'2710501529323000571';'7105015293';'Поставка расходных материалов для принтеров и МФУ для ГУЗ «ТОКОД»';'497 432,08';'2465287173'
'3260100506024000003';'2601005060';'отпуск и потребление тепловой энергии';'948 826,49';'2601009756'
'3501101897924000002';'5011018979';'Приобретение учебников АО «Издательство «Просвещение»';'965 720,80';'7715995942'
'2542310125624000047';'5423101256';'Поставка накопительного электрического водонагревателя';'9 000,00';'542208748140'
'3440112984124000071';'4401129841';'Аккумулятор свинцовый для запуска поршневых двигателей';'91 200,00';'440111654485'
'3672201869624000013';'6722018696';"'Выполнение работ по текущему ремонту внутренних помещений здания Хмелитского сельского Дома культуры - подведомственного подразделения МБУК ""Вяземский районный культурно-досуговый центр"" МО ""Вяземский район"" Смоленской области'";'1 210 000,00';'503224253455'
'2583510860623000090';'5835108606';'Поставка лекарственного препарата для медицинского применения Инсулин лизпро двухфазный';'964 451,25';'7726311464'
'2616800106924000282';'6168001069';'Поставка лекарственных препаратов для медицинского применения';'301 572,00';'6167063880'
'2637700469823000113';'6377004698';'Поставка лекарственных средств для нужд Государственного бюджетного учреждения здравоохранения Самарской области «Нефтегорская центральная районная больница им.Н.И. Звягинцева»';'936 408,00';'5074039026'
'2710501529323000524';'7105015293';'Поставка лекарственного препарата для медицинского применения Трастузумаб';'25 967 066,40';'7734420273'
'1230801432023000353';'2308014320';'Поставка обложек для служебных удостоверений';'154 000,00';'6453034457'
'2650102496624000088';'6501024966';'Поставка лекарственного препарата для медицинского применения ОМАЛИЗУМАБ для обеспечения отдельных категорий граждан федеральной ответственности';'352 800,00';'2543033066'
'3440112984124000020';'4401129841';'Перчатки трикотажные для защиты от внешних воздействий';'129 000,00';'2635248424'
'2772509373524000066';'7725093735';'Поставка источников бесперебойного питания (ИБП) (129)';'135 000,00';'9724139772'
'2242900057024000050';'2429000570';"'Поставка лекарственных препаратов МЕТАМИЗОЛ НАТРИЯ+ПИТОФЕНОН+ФЕНПИВЕРИНИЯ БРОМИД (Раствор для внутривенного и внутримышечного введения, 500 мг+2 мг+0.02 мг/мл); МЕТАМИЗОЛ НАТРИЯ (раствор для внутривенного и внутримышечного введения, 500 мг/мл); АЦЕТИЛСАЛИЦИЛОВАЯ КИСЛОТА (таблетки, 500 мг)'";'23 440,00';'2466180970'
'2502406865624000617';'5024068656';'Закупка лекарственного препарата  Далтепарин натрия (ТН Фрагмин) для обеспечения отдельных категорий граждан, в отношении которых установлены меры социальной поддержки Л234497, Л241295';'360 011,52';'6234162791'
'2616800106924000254';'6168001069';'Поставка лекарственных препаратов для медицинского применения';'184 560,00';'6166118833'
'1440100118223000124';'4401001182';'Выполнение работ по текущему ремонту  административного здания  ОСФР по Костромской области по адресу: г. Кострома, ул. Комсомольская, д. 31а, административного здания  ОСФР по Костромской области по адресу: г. Кострома, ул. Свердлова, д. 120, административного здания  и сооружения (замощения) ОСФР по Костромской области по адресу: г. Кострома, ул. Стопани, 35а';'680 812,54';'4401189079'
'2783000234215000234';'7830002342';'Оказание услуг об осуществлении временного технологического присоединения к электрическим сетям объекта: Строительство дошкольного образовательного учреждения, Восточнее Витебской железной дороги, квартал 16, корп. 11 (170 мест)';'167 085,64';'7803002209'
'3352824382524000030';'3528243825';'приобретение канцелярских товаров';'38 224,00';'3525463808'
'2613200196423000090';'6132001964';'Ультразвуковой диагностический аппарат HM70А- RUS с принадлежностями (Код позиции  КТРУ 26.60.12.132-00000036, код ОКПД 2 -26.60.12.132)';'5 665 050,00';'231214500663'
'2712300363922000054';'7105008680';'Поставка инструментов медицинских (наборы для переливания)';'181 752,74';'7728388529'
'2612600342723000191';'6126003427';"'Приобретение медицинского оборудования в рамках реализации региональных проектов  модернизации первичного звена здравоохранения для ГБУ РО ""ЦРБ"" в Орловском районе'";'4 698 907,15';'2367029921'
'3616406062720000007';'6164060627';'выполнение работ, связанных с осуществлением регулярных перевозок пассажиров и багажа автобусами по регулируемым тарифам по маршрутам № 44,50';'0,10';'6163017097'
'2730001673423000027';'7300016734';'Велоэргометр';'1 680 000,00';'9729305215'
'2583510860623000089';'5835108606';'Поставка лекарственного препарата для медицинского применения Инсулин лизпро двухфазный';'2 529 888,00';'7726311464'
'2542310125623000446';'5423101256';'Оказание услуг по заправке и восстановлению картриджей';'37 000,00';'5402460590'
'2782766187424000057';'7827661874';'Поставка прокладок гигиенических';'32 472,26';'780213708207'
'2362100180624000098';'3621001806';'Поставка лекарственного препарата для медицинского применения эноксапарин натрия';'45 175,08';'3459070488'
'1526210582824000032';'5262105828';'Поставка лекарственных препаратов';'10 114,22';'5260136299'
'3503405135524000032';'5034051355';'Оказание услуг по акарицидной обработке территорий общего пользования';'76 977,37';'5034021336'
'2583601292124000040';'5836012921';'Поставка лекарственного препарата для медицинского применения Голимумаб';'9 976 963,92';'7726311464'
'2623103939824000044';'6231039398';'Поставка коммутационных устройств';'6 738,48';'6234019424'
'2650102496624000128';'6501024966';'Поставка лекарственного препарата для медицинского применения ЛЕВЕТИРАЦЕТАМ для обеспечения отдельных категорий граждан федеральной ответственности по решению врачебной комиссии';'66 606,00';'2722053492'
'2930401884924000003';'9304018849';'Тепловая энергия';'635 632,86';'9303016824'
'1511200012823000151';'5112000128';"'Поставка лекарственных препаратов ""Препараты, влияющие на пищеварительную систему, для лечения заболеваний связанных с нарушением кислотности. Спазмолитические препараты""'";'187 242,86';'7808041071'
'2362100180624000086';'3621001806';'2024-00691 - Поставка хозяйственных товаров';'21 954,19';'3666225002'
'2590501578922000002';'5905015789';' Изготовление и поставка сценических костюмов «Фартук мастера»';'12 000,00';'592103903231'
'1519005315923000046';'5190053159';'Поставка изделий хозяйственного назначения';'97 027,26';'781134114731'
'3616601871924000004';'6166018719';'Приобретение учебной литературы';'2 428 503,00';'7715995942'
'2683202476623000008';'6832024766';'Поставка расходных материалов для тромбоэластографа TEG 5000';'172 014,04';'4401143363'
'3532103569224000013';'5321035692';'Приобретение жилого помещения, для предоставления гражданину, относящемуся к категории детей-сирот и детей, оставшихся без попечения родителей, лиц из числа детей-сирот и детей, оставшихся без попечения родителей';'2 679 600,00';'5321078745'
'2782002054324000026';'7820020543';'Поставка бумаги художественной для нужд ГБОУ школа № 449 Пушкинского района Санкт-Петербурга в 2024 году';'6 717,11';'890103684009'
'1773401321424000026';'7734013214';'Передача в собственность реагентов по цене, в количестве, ассортименте, указанном в спецификации (приложение №1)';'595 505,35';'7825079163'
'2222415699224000188';'2224156992';"'Поставка калибраторов для бактериологического анализатора для нужд КГБУЗ ""АКПТД""'";'273 720,00';'5257136250'
'2312302137323000448';'3123021373';'Поставка лекарственного препарата для медицинского применения Глицирризиновая кислота + Фосфолипиды (1) на 2024 год.';'22 840,00';'3123321867'
'1511200012823000182';'5112000128';"'Поставка лекарственных препаратов ""Лекарственные препараты, влияющие на пищеварительную систему и обмен веществ""'";'351 351,60';'7808041071'
'2362100180624000083';'3621001806';'2024-00685. Поставка хозяйственных товаров';'23 543,77';'3666225002'
'3668301200024000017';'6683012000';'Поставка дисков колесных';'23 788,68';'666200478262'
'3371400292215000004';'3714002922';'Оказание услуг по водоотведению';'45 224,46';'3704570250'
'2583510860623000098';'5835108606';'Поставка лекарственного препарата для медицинского применения Инсулин аспарт';'6 621 644,40';'7725285067'
'1773401321423000254';'7734013214';'Передача в собственность реагентов и расходных материалов по цене, в количестве, ассортименте, указанном в спецификации (приложение №1)';'177 628,80';'7719636091'
