Номер реестровой записи контракта;Заказчик: ИНН;Предмет контракта;Цена контракта;Информация о поставщиках (исполнителях, подрядчиках) по контракту: ИНН
'2526003797124000016';'5260037971';"'Создание декораций выставочного пространства к выставке ""Я говорою с тобой из Ленинграда""'";'5 998 228,00';'526308198914'
'1312401437923000372';'3124014379';'Закупка лекарственных средств в 2024 году';'414 191,40';'2636801680'
'2391200810824000024';'3912008108';'Оказание информационных услуг с использованием экземпляров Системы КонсультантПлюс';'21 807,28';'3904048795'
'2860311280923000313';'8603112809';'Поставка расходного материала для уроандрологического отделения';'1 464 739,18';'5017113925'
'2366603128623000302';'3666031286';'2023-11462)) Поставка лекарственного препарата для медицинского применения ипратропия бромид+фенотерол';'1 062,00';'7714474016'
'2780630803324000012';'7806308033';'поставка бытовой техники для Санкт-Петербургского государственного казенного учреждения «Централизованная бухгалтерия администрации Красногвардейского района Санкт-Петербурга», для нужд Санкт-Петербурга в 2024 году';'134 417,00';'7802637206'
'1050701724123000004';'0507017241';'энергоснабжение';'1 552 370,78';'2632082033'
'2312304080224000081';'3123040802';'Приобретение жилого помещения, с целью предоставления гражданам, которые утратили жилье или жилье которых стало непригодным для проживания в результате обстрелов со стороны вооруженных формирований Украины и террористических актов, и гражданам, проживающим в населенных пунктах, которые подверглись или подвергаются таким обстрелам, в многоквартирном доме, расположенном на территории г. Валуйки Белгородской обл.';'2 858 520,00';'3126020530'
'2190113011024000190';'1901130110';'Поставка лекарственного препарата для оказания отдельным категориям граждан социальной услуги по обеспечению лекарственными препаратами для медицинского применения по рецептам на лекарственные препараты ФЛО (ДАКЛАТАСВИР) в 2024 году';'149 152,08';'7718538045'
'3165102815024000006';'1651028150';'Поставка тряпок для очистки поверхностей для ДОУ г. Нижнекамска и Нижнекамского муниципального района';'2 465,00';'1651095029'
'2770912366123000049';'7709123661';'Услуги по поставке продукции общественного питания и обслуживанию торжественных мероприятий прочие';'650 000,00';'3128059910'
'2500702340824000020';'5007023408';"'Поставка лекарственного препарата (МНН: Дулоксетин) для нужд ГБУЗ ""Центр паллиативной помощи ДЗМ"" в 2024 году'";'237 437,20';'7726476258'
'2683202476623000209';'6832024766';'Поставка реагентов для иммуноферментных исследований инфекций';'1 353 214,23';'6829018018'
'2190113011024000150';'1901130110';'Поставка лекарственного препарата для оказания отдельным категориям граждан социальной услуги по обеспечению лекарственными препаратами для медицинского применения по рецептам на лекарственные препараты ФЛО (ЦИКЛОСПОРИН) в 2024 году';'112 313,00';'9731038990'
'2056205374823000117';'0562053748';'Оказание услуг по электроснабжению для нужд Управления ЗАГС Министерства юстиции РД (Архив)';'22 001,07';'2632082033'
'2860311280924000068';'8603112809';'Поставка медицинского расходного материала';'209 000,00';'720208302235'
'2770503923223001440';'7705039232';'Поставка салфеток для ухода за больными в 2024 году для нужд ГБУЗ «Морозовская ДГКБ ДЗМ»';'1 125 790,50';'4401125526'
'1745304082223000370';'7453040822';'Поставка в 2024 году кресел-колясок с ручным приводом комнатных в целях социального обеспечения лиц, проживающих на территории Челябинской области';'24 678 000,00';'6321264550'
'2772000185023001294';'7720001850';'Электронный запрос котировок на поставку расходных материалов для отделения РЭДиЛ для нужд ГБУЗ «ГКБ № 15 ДЗМ»';'2 998 282,68';'7714473492'
'2540911424624000109';'5409114246';'Вирус гепатита В поверхностный антиген ИВД, набор, иммуноферментный анализ (ИФА)';'33 800,00';'7805687967'
'2180700112424000065';'1807001124';'№ зз-1250 Швейные текстильные изделия (кроме одежды)';'139 198,50';'3702205244'
'2190113011024000174';'1901130110';'Поставка лекарственного препарата для оказания отдельным категориям граждан социальной услуги по обеспечению лекарственными препаратами для медицинского применения по рецептам на лекарственные препараты ФЛО (ЛЕВЕТИРАЦЕТАМ) в 2024 году';'19 800,00';'7726311464'
'2056205374823000022';'0562053748';'Оказание услуг по теплоснабжению для нужд Управления ЗАГС Министерства юстиции РД г.Махачкала ';'220 843,25';'0570006131'
'2773509683024000020';'7735096830';'Поставка элементов питания (батарейки) для нужд образовательных организаций, подведомственных Департаменту образования и науки города Москвы';'24 961,50';'7729584685'
'1050701724123000001';'0507017241';'закупка природного газа';'203 934,95';'0571008854'
'2780413082024000005';'7804130820';'Поставка интерактивных панелей';'1 274 758,38';'7842176640'
'3500315179024000030';'5003151790';'Поставка садового инвентаря';'254 361,74';'246316094046'
'0172200003014000067';'7812050079';;'4,00';'7830000426'
'3181600391424000002';'1816003914';'Устройство умывальников и подводка трубопровода в СОШ с.Яган-Докья';'172 575,15';'180300711760'
'2540911424624000107';'5409114246';'ВИЧ1/ВИЧ2 антигены/антитела ИВД, набор, иммуноферментный анализ (ИФА)';'101 373,60';'7805687967'
'3591800779220000004';'5918007792';'Поставка газа';'184 631,58';'5948022406'
'2056205374823000129';'0562053748';'Услуги по водоснабжению и водоотведению для нужд судебных участков мировых судей РД г. Дербент';'18 090,24';'0542018512'
'2540911424624000099';'5409114246';'Тиреотропный гормон (ТТГ) ИВД, набор, иммуноферментный анализ (ИФА)';'12 838,20';'7805687967'
'1784246167923000871';'7842461679';'Поставка реагентов для нужд Отделения клинической лабораторной диагностики';'1 029 438,00';'7801426604'
'3400900601124000001';'4009006011';'Покупка тепловой энергии';'725 899,11';'4009006685'
'1782100763324000121';'7821007633';'Полотенце бумажное';'238 000,00';'7802794745'
'1050701724123000002';'0507017241';'энергоснабжение';'620 232,08';'2632082033'
'2132619621624000039';'1326196216';"'закупка стеллажа складского металлического  для объекта капитального строительства:  ""Ичалковский дом-интернат для престарелых и инвалидов"" '";'363 000,00';'1326251273'
'3165102815024000004';'1651028150';'Поставка туалетной бумаги, бумажных салфеток и полотенец для ДОУ г. Нижнекамска и НМР РТ';'3 353,80';'6318019854'
'2540911424624000103';'5409114246';'Вирус гепатита С антитела класса иммуноглобулин G (IgG)/IgМ ИВД, набор, иммуноферментный анализ (ИФА)';'13 520,00';'7805687967'
'0372200130014000009';'7816433548';;'69 494,17';'1001058990'
'2253805012224000011';'2538050122';'поставка медицинских изделий - Кассет для гистологической обработки/хранения тканей';'241 500,00';'0800010960'
'2056205374823000071';'0562053748';'Услуги по сдаче в аренду нежилых помещений для нужд судебного участка мирового судьи РД № 91 Цунтинского района РД';'276 000,00';'051703782860'
'2132619621624000034';'1326196216';"'закупка стеллажа складского металлического  для объекта капитального строительства:  ""Ичалковский дом-интернат для престарелых и инвалидов""  '";'381 650,00';'1326251273'
'2540911424624000102';'5409114246';'Свободный тироксин ИВД, набор, иммуноферментный  анализ (ИФА)';'14 190,60';'7805687967'
'2057200059021000019';'0572000590';'Картриджи';'33 420,00';'2465287173'
'1616711002622000060';'6167110026';'Поставка электроэнергии для нужд Чеченского ЦГМС';'1 399 999,31';'2016081143'
'2593800061123000089';'5938000611';"'ПРИОБРЕТЕНИЕ ОБОРУДОВАНИЯ ДЛЯ ОКАЗАНИЯ МЕДИЦИНСКОЙ ПОМОЩИ ГБУЗ ПК ""Кишертская ЦРБ""'";'55 678,15';'662706604309'
'2056205374823000073';'0562053748';'Услуги по сдаче в аренду нежилых помещений для нужд судебных участков мировых судей РД №№ 80,81,125 Табасаранского района РД';'584 412,00';'053004591866'
'3371400442218000004';'3714004422';;'4 800,00';'7707049388'
'3591603542720000002';'5916035427';'УСЛУГИ СТАЦИОНАРНОЙ ТЕЛЕФОННОЙ СВЯЗИ, оплата за переоформление тел.точек (КВР 242 КОСГУ 221)';'10 615,19';'7707049388'
'2540911424624000101';'5409114246';'Общий простатический специфический антиген (ПСА) ИВД, набор, иммуноферментный анализ (ИФА)';'13 190,40';'7805687967'
'1770407777124000128';'7704077771';'Оказание преподавательских услуг';'61 100,00';'773377216490'
'1770819786124000023';'7708197861';'Поставка источников бесперебойного питания г. Забайкальск';'270 687,90';'7735198624'
'2540911424624000106';'5409114246';'Вирус гепатита А антитела класса иммуноглобулин G (IgG) ИВД, набор, иммуноферментный анализ (ИФА)';'8 702,40';'7805687967'
'2593800061123000088';'5938000611';"'ПРИОБРЕТЕНИЕ ОБОРУДОВАНИЯ ДЛЯ ОКАЗАНИЯ МЕДИЦИНСКОЙ ПОМОЩИ ГБУЗ ПК ""Кишертская ЦРБ""'";'54 266,67';'5905271824'
'2056205374823000130';'0562053748';'Услуги по сдаче в аренду нежилых помещений для нужд судебных участков мировых судей РД №№ 39,40,109 Акушинского района РД';'450 000,00';'770472719804'
'2615001163724000004';'6150011637';"'Оказание услуг по предоставлению прав на использование программ для ЭВМ ""Континент 4'";'489 837,99';'6166126778'
'2110105652323000061';'1101056523';'Аренда на недвижимое имущество';'7 472,00';'112001731045'
'2230905305824000892';'2309053058';'Поставка лекарственных препаратов для медицинского применения: Дорназа альфа';'900 000,00';'7707086510'
'2540911424624000100';'5409114246';'Treponema pallidum общие антитела ИВД, набор, иммуноферментный анализ (ИФА)';'13 520,00';'7805687967'
'2100101559424000131';'1001015594';"'Поставка лекарственных препаратов для медицинского применения (Биапенем) для нужд Государственного бюджетного учреждения здравоохранения Республики Карелия ""Республиканский онкологический диспансер ""'";'116 094,00';'7106526780'
'3672201188423000002';'6722011884';'Оказание услуг по обращению с твердыми коммунальными отходами';'12 558,24';'6731069440'
'2291800264724000040';'2918002647';'Поставка продуктов питания';'102 564,00';'3525441995'
'2526003797124000012';'5260037971';'Акустическая система';'548 700,00';'5261133981'
'2056205374823000075';'0562053748';'Услуги по сдаче в аренду нежилых помещений для нужд судебного участка мирового судьи РД № 21 г. Дагестанские огни';'258 240,00';'055000392207'
'2683202476623000193';'6832024766';'оказание услуг  по проведению специальной оценки условий труда';'82 212,04';'5612066367'
'2230905305824000897';'2309053058';'Поставка лекарственных препаратов для медицинского применения: Дорназа альфа';'900 000,00';'7707086510'
'0173100004514000975';'7704252261';;'14 966 863,41';'3123084052'
'1770819786124000033';'7708197861';'Поставка программно-аппаратных комплексов (централизованная)';'2 699 880,50';'2723178913'
'2540911424624000104';'5409114246';'Раковый антиген 125 (СА125) ИВД, набор, иммуноферментный анализ (ИФА)';'8 601,20';'7805687967'
'2526003797124000008';'5260037971';'Проектор';'566 400,00';'5261133981'
'2773305412023000045';'7733054120';"'Оказание услуг по проведению контроля качества выбросов в атмосферный воздух с очистных сооружений, гаража и ремонтного участка ГБУЗ ""ТКБ № 3 ДЗМ"" ОСП ""Туберкулезный санаторий"" в 2023-2024 годах.'";'25 066,72';'4632057175'
'2615001163724000047';'6150011637';'лампы';'7 050,00';'615010544481'
'2230905305824000911';'2309053058';'Поставка лекарственных препаратов для медицинского применения: Вакцина для профилактики дизентерии';'336 350,00';'6166118833'
'2598100788523000066';'5981007885';'Поставка канцелярских товаров (КНОПКИ, СКРЕПКИ, СКОБЫ, ЗАЖИМЫ ДЛЯ БУМАГ)';'13 863,10';'5903143200'
'2772000185024000088';'7720001850';'Поставка медицинского оборудования';'1 729 936,20';'5042131830'
'2180300265624000032';'1803002656';'№ 40016 Халат операционный одноразового использования, стерильный';'15 678,00';'1684000625'
'3691101660923000005';'6911016609';'Оказание услуг по проведению медицинского осмотра сотрудников для работы в летнем оздоровительном лагере';'7 848,18';'6950084472'
'1770819786124000032';'7708197861';'Поставка источников бесперебойного питания для программно-аппаратных комплексов (централизованная)';'829 788,84';'2310227037'
'2593800061123000093';'5938000611';'ПОВЕРКА МЕДИЦИНСКОГО ОБОРУДОВАНИЯ ';'89 575,20';'2130217544'
'3910222443024000019';'9102224430';'Поставка опор для дорожных знаков';'2 027 025,00';'9102269543'
'2526003797124000009';'5260037971';'Гарнитура';'41 300,00';'5261133981'
'2780413082024000008';'7804130820';'Поставка станков для кабинета технологии (мальчики)';'693 274,52';'482408443364'
'2482300499224000042';'4823004992';'Лекарственный препарат для медицинского применения Преднизолон';'3 462,00';'7724922443'
'2590204701322000041';'5902047013';'Оказание услуг по сопровождению государственной информационной системы аналитики больших массивов мультиотраслевых и гетерогенных данных';'10 020 000,00';'5904370646'
'2056205374823000094';'0562053748';'Услуги по сдаче в аренду нежилых помещений для нужд судебных участков мировых судей РД №№ 78,124 Сулейман-Стальского района РД';'242 850,00';'052904857161'
'2526003797124000010';'5260037971';'Акустическая система';'819 580,80';'5261133981'
'2593800061123000096';'5938000611';"'ПРИОБРЕТЕНИЕ ОБОРУДОВАНИЯ (диктофон) ДЛЯ ОКАЗАНИЯ МЕДИЦИНСКОЙ ПОМОЩИ ГБУЗ ПК ""Кишертская ЦРБ""'";'6 233,33';'560994429855'
'2230905305824000845';'2309053058';'Поставка лекарственных препаратов для медицинского применения: Иммуноглобулин человека нормальный (торговое наименование-Привиджен)';'266 760,00';'7701213835'
'1782100763324000120';'7821007633';'Поставка товаров медицинского назначения для нужд ФГБУ «РНЦРХТ им. ак. А.М. Гранова» Минздрава России.';'1 360 000,00';'7805503257'
'1442100179024000007';'4421001790';'Поставка товара (марки, маркированные конверты, маркированные почтовые карточки)';'20 000,00';'7724490000,7724490000'
'3711650166524000001';'7116501665';'Поставка  учебной литературы';'1 316 035,05';'7715995942'
'1732902836224000276';'7329028362';'Поставка лекарственного препарата для медицинского применения (МНН: Инозин+Никотинамид+Рибофлавин+Янтарная кислота) (Филиал №1)';'168 374,00';'7724922443'
'3622804209422000015';'6228042094';'поставка электроэнергии';'1 077 411,89';'6229054695'
'2110105652323000042';'1101056523';'Поставка автомобильного бензина АИ-92 с использованием топливных карт';'444 419,00';'3444197347'
'2291800264724000033';'2918002647';'Поставка продуктов питания (смеси сушеных фруктов) в 2024 году';'32 000,00';'3525441995'
'2593800061123000095';'5938000611';"'ПРИОБРЕТЕНИЕ ОБОРУДОВАНИЯ (шкафы) ДЛЯ ОКАЗАНИЯ МЕДИЦИНСКОЙ ПОМОЩИ ГБУЗ ПК ""Кишертская ЦРБ""'";'34 133,34';'560994429855'
'2245003195821000060';'2450031958';"'ЭА 103716-20 ""На право поставки лекарственных препаратов для нужд медицинских организаций Красноярского края на 2021-2022 г.г.""'";'108 627,00';'2466189073'
'2526003797124000011';'5260037971';'Монитор, подключаемый к компьютеру';'289 449,28';'5261133981'
'2773378145323000201';'7733781453';'Поставка экипировки для сотрудников ГБУ «Автомобильные дороги СЗАО»';'4 840 300,00';'773375537089'
'1183102101919000010';'1831021019';;'399 685,25';'1841031626'
'1770407777124000127';'7704077771';'Оказание преподавательских услуг';'7 800,00';'500305507335'
'1222500879624000058';'2225008796';'Поставка слуховых аппаратов аналоговых';'31 155,74';'2224186620'
'2593800061123000099';'5938000611';"'ПРИОБРЕТЕНИЕ ОБОРУДОВАНИЯ ДЛЯ ОКАЗАНИЯ МЕДИЦИНСКОЙ ПОМОЩИ ГБУЗ ПК ""Кишертская ЦРБ""'";'29 300,00';'560994429855'
'2482300499223000278';'4823004992';'Лекарственный препарат для медицинского применения Лидокаин';'1 669,96';'3662147233'
'2772421677623000037';'7724216776';"'Поставка мебели для оснащения кабинетов профессионального развития персонала в ГБУЗ ""ДГП № 91 ДЗМ""'";'1 886 607,60';'504911673210'
'1770603280024000080';'7706032800';'Поставка средств моющих прочих, средств для мытья посуды, средств для мытья стекол';'127 784,00';'7751229277'
'2056205374823000030';'0562053748';'Услуги по водоснабжению и водоотведению для нужд судебных участков мировых судей РД г. Дербент ';'18 090,24';'0542018512'
'2541410088023000097';'5414100880';'Поставка  моющих средств';'70 000,00';'2224121968'
'2772302967824000014';'7723029678';'Поставка фотооборудования (ЛОТ 1)';'477 371,88';'390704221530'
'2526003797124000014';'5260037971';'Аппаратура для записи и воспроизведения звука и изображения';'1 733 715,00';'5261133981'
'1301508168924000190';'3015081689';'Поставка расходных материалов для кардиохирургии (клипсы для лигирования, металлические)';'1 302 480,00';'1656049788'
'2860311280924000051';'8603112809';'Поставка медицинского расходного материала';'45 270,00';'6658359400'
'2593800061123000098';'5938000611';"'ПРИОБРЕТЕНИЕ ОБОРУДОВАНИЯ ДЛЯ ОКАЗАНИЯ МЕДИЦИНСКОЙ ПОМОЩИ ГБУЗ ПК ""Кишертская ЦРБ""'";'186 394,21';'7811733160'
'2593800061123000091';'5938000611';"'ПРИОБРЕТЕНИЕ ОБОРУДОВАНИЯ ДЛЯ  ОКАЗАНИЯ МЕДИЦИНСКОЙ ПОМОЩИ ГБУЗ ПК ""Кишертская ЦРБ""'";'34 069,71';'662706604309'
'3760501646424000002';'7605016464';'поставка бумаги для офисной техники';'7 206,97';'352525504273'
'2593800061123000090';'5938000611';"'ПРИОБРЕТЕНИЕ ОБОРУДОВАНИЯ ДЛЯ  ОКАЗАНИЯ МЕДИЦИНСКОЙ ПОМОЩИ ГБУЗ ПК ""Кишертская ЦРБ""'";'4 566,67';'560994429855'
'3910222443024000023';'9102224430';'Услуги по техническому обслуживанию и ремонту машин, механизмов, тракторной техники';'2 000 000,00';'9102003014'
'1671402015524000008';'6714020155';'Поставка моторного масла и смазочных материалов для нужд ФКУ КП-7 УФСИН России по Смоленской области';'17 683,36';'6714047887'
'2780802324124000187';'7808023241';'Изготовление и поставка чехлов для матов гимнастических';'144 341,30';'524500664483'
'2593800061123000100';'5938000611';"'ПРИОБРЕТЕНИЕ ОБОРУДОВАНИЯ (шкафы) ДЛЯ ОКАЗАНИЯ МЕДИЦИНСКОЙ ПОМОЩИ ГБУЗ ПК ""Кишертская ЦРБ""'";'25 000,00';'5905062980'
'2702102165323000605';'7021021653';'Поставка лекарственного препарата для медицинского применения группы Эвоглиптин';'330 708,00';'5024206384'
'2541410088023000104';'5414100880';'оказание услуг по дополнительному профессиональному образованию специалистов в сфере  закупок товаров, работ, услуг';'1 200,00';'7453336241'
'2110600832222000087';'1106008322';'Поставка изделий медицинских: пробирки';'604 046,70';'7716947204'
'2683202476623000154';'6832024766';'Поставка лекарственного препарата Дактиномицин';'843 735,50';'7133028008'
'2666001041524000263';'6660010415';'поставка лекарственного препарата для медицинского применения Тофацитиниб';'167 139,84';'7726311464'
'2774302492824000007';'7743024928';'Поставка расходных материалов и комплектующих для оргтехники (сетевые фильтры)';'80 993,20';'710516525222'
'1550104833024000037';'5501048330';'Поставка лакокрасочных материалов и дверной фурнитуры';'12 168,00';'551201639147'
'1732902836224000379';'7329028362';'Поставка изделий медицинского назначения';'568 000,00';'5257204213'
'2593800061123000092';'5938000611';"'ПРИОБРЕТЕНИЕ ОБОРУДОВАНИЯ ДЛЯ ОКАЗАНИЯ МЕДИЦИНСКОЙ ПОМОЩИ ГБУЗ ПК ""Кишертская ЦРБ""'";'95 201,91';'390510206036'
'1130807964724000053';'1308079647';'Комплектующие для изготовления окон и дверей ПВХ.';'93 491,95';'1327035194'
'3500110667223000152';'5001106672';'Оказание услуг по техническому обслуживанию и текущему ремонту светофорных объектов Городского округа Балашиха';'909 000,00';'7743119520'
'3470501470823000008';'4705014708';"'Оказание услуг по проведению обязательного ежегодного аудита бухгалтерской (финансовой) отчетности МУП ""Водоканал"" г. Гатчина за 2023 год'";'64 300,00';'6315531373'
'3222502857724000002';'2225028577';'Выполнение работ по нарезке, расчистке водопропускных полос по полям вдоль ул.Тепличный комбинат и ул.Садовой в с.Лебяжье ';'114 395,00';'2225081813'
'2702102165323000470';'7021021653';'Поставка расходных материалов к инсулиновым помпам, имеющимся у льготополучателя';'3 752 923,20';'540123954976'
'3591800779220000003';'5918007792';'Поставка электрической энергии';'1 377 844,08';'5904123809'
'2860311280923000524';'8603112809';'Поставка медицинского расходного материала';'1 486 963,20';'8603214938'
'1301504632424000009';'3015046324';'Приобретение CD-дисков для ведения записи хода судебных заседаний';'39 994,32';'6312125239'
'2541410088023000091';'5414100880';'Поставка картриджей';'29 341,00';'3662992257'
'2631701441224000016';'6317014412';"'Поставка расходных стоматологических материалов, инструментов и приспособлений для нужд ГБУЗ СО ""СГКСП №1""'";'68 201,00';'1660270189'
'1550104833024000033';'5501048330';'Поставка оконных блоков пластиковых (в рамках капитального ремонта)';'312 551,14';'5501258000'
'2056205374823000032';'0562053748';'Услуги по обращению с твердыми коммунальными отходами в судебных участках мировых судей Республики Дагестан';'50 160,36';'0542018520'
'2666001041524000264';'6660010415';'поставка лекарственного препарата для медицинского применения Фенобарбитал';'217 800,00';'6685175120'
'2060202516121000094';'0602025161';'Препараты лекарственные ';'676 000,00';'7708823950'
'2510980009023000005';'5109800090';'Поставка лекарственного препарата для медицинского применения (Эноксапарин натрия)';'77 836,00';'3442106217'
'2470200183824000049';'4702001838';"'Поставка медицинских изделий, ввод в эксплуатацию медицинских изделий, обучение правилам эксплуатации специалистов, эксплуатирующих медицинские изделия, и специалистов осуществляющих техническое обслуживание медицинских изделий для нужд ЛОГБУ ""Волховский ПНИ""'";'36 186,00';'5260244819'
'3672201199723000002';'6722011997';'Оказание услуг по обращению с твердыми коммунальными отходами';'24 069,96';'6731069440'
'2772166293424000060';'7721662934';'Оказание услуг по проведению учебно-практических занятий';'12 480,00';'623403233468'
'1301508168924000224';'3015081689';'Поставка лекарственного препарата (иммуноглобулин человека нормальный)';'1 142 598,00';'7731241639'
'2780514930221000017';'7805149302';'Приобретение хозяйственных товаров  (мешки для мусора)';'15 900,00';'7810432643'
'2541410088023000191';'5414100880';"'Оказание услуг по предоставлению доступа к сети ""Интернет""'";'320 211,00';'5406654437'
'1732902836224000259';'7329028362';'Поставка изделий медицинского назначения';'198 958,80';'1833048168'
'2230905305824000805';'2309053058';'Поставка лекарственных препаратов для медицинского применения: Бетаметазон+Гентамицин+Клотримазол';'194 822,30';'1327029200'
'1231204270824000043';'2312042708';"'Поставка товаров хозяйственного назначения для нужд Черноерковского филиала ФГБУ ""Управление ""Кубаньмелиоводхоз""'";'30 580,80';'615520705111'
'2526003797124000013';'5260037971';'Кронштейн для крепления проектора';'13 721,04';'5261133981'
'2666001041524000262';'6660010415';'поставка лекарственного препарата для медицинского применения Лефлуномид';'218 354,40';'7713701259'
'1366403336924000198';'3664033369';'Текущий ремонт здания Бобровского районного суда Воронежской области';'110 117,79';'3662306839'
'1301504632424000010';'3015046324';'Приобретение офисной бумаги';'648 242,80';'301604473320'
'2702102165324000106';'7021021653';'Поставка лекарственного препарата для медицинского применения группы Комплекс бета-железа [III] оксигидроксида, сахарозы и крахмала';'3 477 870,00';'7743340850'
'1183102101918000121';'1831021019';;'300 000,00';'1841050594'
'3027702333624000185';'0277023336';'Закупка строительных материалов (штукатурка)';'23 196,00';'0273921829'
'2541410088023000147';'5414100880';"'Оказание услуг по предоставлению доступа к сети ""Интернет'";'320 211,00';'5406654437'
'2056205374823000050';'0562053748';'Оказание услуг частной охраны (Выставление поста охраны) объекта управления ЗАГС  Министерства юстиции Республики Дагестан';'1 000 766,88';'0571000559'
'2602707042224000064';'6027070422';'Поставка светильников светодиодных внутреннего освещения для нужд судебных участков мировых судей Псковской области';'59 002,60';'4706052311'
'2541410088023000143';'5414100880';"'Оказание услуг по предоставлению доступа к сети ""Интернет'";'320 211,00';'5406654437'
'2683202476623000150';'6832024766';'Поставка питательных сред для бактериологических исследований.';'1 381 901,94';'6829018018'
'3503222315024000011';'5032223150';'Поставка канцелярских товаров: бумаги для офисной техники для нужд МКУ «ЦХО ОМС» в 2024 году';'81 639,35';'300404320389'
'1100103645024000008';'1001036450';'Поставка хозяйственных товаров для нужд районных (городских) судов Республики Карелия';'104 976,73';'6016005414'
'1550104833024000028';'5501048330';'Поставка металлопроката';'710 694,00';'5503035087'
'1910206500324000308';'9102065003';"'Поставка изделий медицинского назначения ""Кардиовертер-дефибриллятор двухкамерный""'";'3 599 719,98';'402507042387'
'2666001041524000260';'6660010415';'поставка лекарственного препарата для медицинского применения Мелфалан';'94 792,50';'7710106212'
'2781106665423000015';'7811066654';'Оказание услуг связи';'41 529,60';'7707049388'
'2602716468823000086';'6027164688';'Печатная продукция (бланки, журналы)';'148 541,44';'7804372516'
'2541410088023000086';'5414100880';"'Оказание услуг по предоставлению доступа к сети ""Интернет""'";'320 211,00';'5406654437'
'1526008434724000076';'5260084347';"'Приобретение автомобиля  для нужд филиала  ""ЦЛАТИ по Оренбургской области"" ФГБУ ""ЦЛАТИ по ПФО"" '";'3 145 480,00';'5610062110'
'3027702333624000170';'0277023336';'Закупка оборудования (Установка стоматологическая)';'360 000,00';'0274008516'
'2230905305824000730';'2309053058';'Поставка лекарственных препаратов для медицинского применения: Бримонидин+Тимолол';'261 808,40';'6682008089'
'2781434080224000039';'7814340802';"'Поставка светильников светодиодных внутреннего освещения для нужд СПб ГБУ ""Приморский культурный центр"" в 2024 году'";'132 230,22';'7448162575'
'2772752473024000016';'7727524730';'Оказание услуг по техническому обслуживанию и перезарядке огнетушителей.';'49 000,00';'7737030987'
'2602707042224000084';'6027070422';'Поставка многофункциональных устройств для нужд судебных участков мировых судей Псковской области (Регистрационный номер: 250-А-ГЗ)';'1 438 678,45';'9718105246'
'2245703014224000120';'2457030142';'ЭА-№-879/24 «Поставка медицинского оборудования (монитор медицинский фетальный матери и плода)»';'7 454 540,00';'246208491159'
'2026100377524000128';'0261003775';'Закупка хозяйственных товаров (тряпкодержатель, черенок, лопата)';'13 859,00';'027406937840'
'2503104429324000018';'5031044293';'Поставка компьютерного оборудования (лот 2 126Н).';'190 183,04';'9724035847'
'2261900927424000018';'2619009274';'поставка продуктов питания (джем)';'74 476,00';'2636215894'
'1183102101919000098';'1831021019';'Оказание услуг по реализации региональной программы капитального ремонта общего имущества в многоквартирных домах Удмуртской Республики в соответствии с приложением к договору';'2 063,10';'1831165469'
'2683202476623000146';'6832024766';'Поставка лекарственного препарата Кеторолак';'33 944,40';'3662212115'
'2780514930221000003';'7805149302';'Поставка питьевой бутилированной воды для нужд учреждений образования Кировского района Санкт-Петербурга в 2021 году.';'3 498,25';'7814216234'
'2772422499223000072';'7724224992';'Поставка строительных и лакокрасочных материалов (детали трубопроводов)';'118 780,16';'025502719859'
'3027702333624000180';'0277023336';'Закупка строительных материалов (шкурка шлифовальная)';'13 400,00';'230910358000'
'2230905305824000731';'2309053058';'Поставка лекарственных препаратов для медицинского применения: Тенофовир + Эмтрицитабин';'720 000,00';'9731038990'
'2231102283623000583';'2311022836';'Поставка лекарственных средств';'16 587,70';'2635823628'
'2666001041524000246';'6660010415';'поставка лекарственного препарата для медицинского применения Будесонид+Формотерол';'14 680 229,00';'7714474016'
'1770233194422000065';'7702331944';"'Разработка проекта санитарно-защитной зоны с установлением ее границ в территориальном управлении Роспотребнадзора по объекту: ""Комплексное развитие Новороссийского транспортного узла (Краснодарский край)"". Подпроект 3: Создание объектов железнодорожной инфраструктуры за счет федеральных средств. ""Строительство станции в районе разъезда 9 км Северо-Кавказской железной дороги""'";'2 117 000,00';'9204562808'
'2971815996424000016';'9718159964';"'Поставка интерьерной мебели для нужд ГБУ ""ООЦ им. Моссовета""'";'798 000,00';'744410124107'
'2500702340823000918';'5007023408';'Поставка медицинских расходных материалов (система для введения энтерального питания) для нужд ГБУЗ «Центр паллиативной помощи ДЗМ» в 2024 году';'1 896 000,00';'9723112217'
'2230905305824000713';'2309053058';'Поставка лекарственных препаратов для медицинского применения: Сорафениб';'7 726 145,34';'7707463775'
'3424300148321000088';'4243001483';'Поставка масок медицинских';'39 212,00';'3702206907'
'2773471552724000020';'7734715527';"'Оказание услуг по предоставлению погрузчика для нужд ГБУ ""Жилищник района Строгино""'";'1 500 000,00';'3525202683'
'3507272620024000053';'5072726200';'Поставка кронштейнов и зажимов';'103 133,25';'502203047509'
'2683202476623000140';'6832024766';'Поставка индикаторов для контроля стерилизации';'132 416,22';'7710280179'
'1631580074924000059';'6315800749';'на поставку клея канцелярского';'58 243,32';'9722018998'
'2026100377524000121';'0261003775';'Ноутбук';'44 970,00';'0276952751'
'2772664429423000035';'7726644294';'Поставка хозяйственных товаров для нужд образовательных организаций, подведомственных Департаменту образования и науки города Москвы (совместная закупка среди СМП и СОНО) (бахилы)';'49 994,99';'4706063070'
'3712800938422000002';'7128009384';'Поставка электрической энергии на 2023 год';'519 890,85';'7105037307'
